_id,Season,AwayTeam,HomeTeam,MatchDate,Date,FTR,FTHG,FTAG,HTHG,HTAG,HS,AS,HST,AST,HC,AC,HF,AF,HY,AY,HR,AR,League,HomeResultScore,AwayResultScore,HDI,ADI,HGL5,AGL5,HTHF5,ATAF5,HDIL5,ADIL5,HTFL5,ATFL5,HT_PTS_HOME,HT_PTS_AWAY,HTSP,AT_PTS_AWAY,AT_PTS_HOME,ATSP,HTASG,ATASG,SGD
"ObjectId(""682b8a7d0b6a9f2c872ef7b4"")",2425,St Etienne,Rennes,2024-11-30T00:00:00.000Z,30/11/2024,H,5,0,2.0,0.0,18.0,2.0,9.0,0.0,6.0,1.0,14.0,12.0,0.0,1.0,0.0,1.0,F1,3,0,0.0,30.0,6.0,4.0,7.0,1.0,50.0,65.0,4.0,6.0,28,22,50,9,39,48,25,15,10
"ObjectId(""682b8a7d0b6a9f2c872ef7b5"")",2425,St Etienne,Marseille,2025-02-15T00:00:00.000Z,15/02/2025,H,5,1,1.0,0.0,28.0,7.0,14.0,2.0,14.0,3.0,14.0,9.0,1.0,1.0,0.0,0.0,F1,3,0,5.0,5.0,12.0,4.0,11.0,1.0,70.0,90.0,10.0,2.0,31,13,44,9,39,48,37,15,22
"ObjectId(""682b8a7d0b6a9f2c872ef7b6"")",2425,St Etienne,Angers,2024-10-26T00:00:00.000Z,26/10/2024,H,4,2,2.0,1.0,13.0,19.0,8.0,7.0,2.0,3.0,10.0,13.0,1.0,3.0,0.0,0.0,F1,3,0,5.0,15.0,3.0,2.0,1.0,1.0,40.0,45.0,4.0,7.0,17,32,49,9,39,48,18,15,3
"ObjectId(""682b8a7d0b6a9f2c872ef7b7"")",2425,St Etienne,Lyon,2024-11-10T00:00:00.000Z,10/11/2024,H,1,0,1.0,0.0,17.0,10.0,7.0,6.0,7.0,6.0,11.0,13.0,3.0,2.0,0.0,0.0,F1,3,0,15.0,10.0,10.0,4.0,7.0,1.0,40.0,60.0,11.0,7.0,32,14,46,9,39,48,35,15,20
"ObjectId(""682b8a7d0b6a9f2c872ef7b8"")",2425,St Etienne,Nice,2024-09-20T00:00:00.000Z,20/09/2024,H,8,0,6.0,0.0,18.0,8.0,12.0,2.0,3.0,2.0,7.0,13.0,0.0,1.0,0.0,0.0,F1,3,0,0.0,5.0,1.0,0.0,1.0,0.0,20.0,30.0,4.0,3.0,34,10,44,9,39,48,32,15,17
"ObjectId(""682b8a7d0b6a9f2c872ef7b9"")",2425,St Etienne,Brest,2024-08-31T00:00:00.000Z,31/08/2024,H,4,0,2.0,0.0,17.0,3.0,7.0,0.0,7.0,2.0,12.0,28.0,0.0,5.0,0.0,0.0,F1,3,0,0.0,25.0,1.0,0.0,0.0,0.0,20.0,5.0,0.0,0.0,33,15,48,9,39,48,31,15,16
"ObjectId(""682b8a7d0b6a9f2c872ef7ba"")",2425,Stuttgart,St Pauli,2025-05-03T00:00:00.000Z,03/05/2025,A,0,1,0.0,0.0,6.0,21.0,1.0,8.0,4.0,4.0,17.0,12.0,6.0,3.0,2.0,0.0,D1,0,3,80.0,15.0,3.0,10.0,5.0,5.0,10.0,65.0,6.0,4.0,5,8,13,8,5,13,3,11,-8
"ObjectId(""682b8a7d0b6a9f2c872ef7bb"")",2425,Stuttgart,Bochum,2025-04-05T00:00:00.000Z,05/04/2025,A,0,4,0.0,2.0,11.0,14.0,2.0,6.0,2.0,4.0,17.0,13.0,1.0,1.0,0.0,0.0,D1,0,3,5.0,5.0,1.0,2.0,0.0,1.0,20.0,50.0,3.0,1.0,1,16,17,8,5,13,4,11,-7
"ObjectId(""682b8a7d0b6a9f2c872ef7bc"")",2425,Stuttgart,Ein Frankfurt,2025-03-29T00:00:00.000Z,29/03/2025,H,1,0,0.0,0.0,19.0,8.0,6.0,2.0,6.0,10.0,9.0,6.0,1.0,3.0,0.0,1.0,D1,3,0,5.0,40.0,2.0,2.0,0.0,1.0,20.0,10.0,3.0,1.0,10,7,17,8,5,13,12,11,1
"ObjectId(""682b8a7d0b6a9f2c872ef7bd"")",2425,Stuttgart,Union Berlin,2025-04-19T00:00:00.000Z,19/04/2025,D,4,4,4.0,4.0,12.0,13.0,5.0,6.0,3.0,5.0,8.0,9.0,0.0,2.0,0.0,0.0,D1,1,1,0.0,10.0,2.0,6.0,4.0,4.0,25.0,55.0,11.0,4.0,6,9,15,8,5,13,8,11,-3
"ObjectId(""682b8a7d0b6a9f2c872ef7c5"")",2425,Wolfsburg,Mainz,2025-04-19T00:00:00.000Z,19/04/2025,D,2,2,2.0,1.0,18.0,16.0,7.0,4.0,7.0,5.0,15.0,8.0,2.0,3.0,0.0,0.0,D1,1,1,10.0,15.0,3.0,2.0,2.0,3.0,50.0,15.0,5.0,1.0,4,4,8,4,10,14,6,4,2
"ObjectId(""682b8a7d0b6a9f2c872ef7c6"")",2425,Wolfsburg,Dortmund,2025-05-03T00:00:00.000Z,03/05/2025,H,4,0,1.0,0.0,11.0,11.0,5.0,2.0,4.0,3.0,13.0,6.0,0.0,1.0,0.0,0.0,D1,3,0,0.0,5.0,6.0,4.0,6.0,4.0,20.0,30.0,13.0,1.0,9,3,12,4,10,14,10,4,6
"ObjectId(""682b8a7d0b6a9f2c872ef7c8"")",2425,Wolfsburg,Union Berlin,2025-04-06T00:00:00.000Z,06/04/2025,H,1,0,0.0,0.0,13.0,12.0,3.0,3.0,6.0,4.0,13.0,14.0,0.0,1.0,0.0,0.0,D1,3,0,0.0,5.0,1.0,2.0,1.0,3.0,25.0,10.0,7.0,4.0,6,9,15,4,10,14,8,4,4
"ObjectId(""682b8a7d0b6a9f2c872ef7c9"")",2425,Wolfsburg,Augsburg,2025-03-15T00:00:00.000Z,15/03/2025,H,1,0,0.0,0.0,9.0,13.0,2.0,2.0,1.0,4.0,7.0,9.0,1.0,2.0,0.0,0.0,D1,3,0,5.0,10.0,0.0,2.0,1.0,3.0,5.0,0.0,4.0,4.0,5,8,13,4,10,14,3,4,-1
"ObjectId(""682b8a7d0b6a9f2c872ef7ca"")",2425,Monaco,Montpellier,2025-01-17T00:00:00.000Z,17/01/2025,H,2,1,0.0,1.0,12.0,26.0,4.0,11.0,4.0,16.0,7.0,9.0,1.0,2.0,0.0,0.0,F1,3,0,5.0,10.0,8.0,7.0,5.0,5.0,185.0,80.0,2.0,5.0,13,34,47,22,22,44,17,25,-8
"ObjectId(""682b8a7d0b6a9f2c872ef7cb"")",2425,Monaco,Nantes,2025-01-10T00:00:00.000Z,10/01/2025,D,2,2,1.0,0.0,10.0,15.0,4.0,7.0,3.0,11.0,17.0,14.0,3.0,0.0,0.0,0.0,F1,1,1,15.0,0.0,5.0,7.0,5.0,7.0,65.0,100.0,5.0,7.0,18,24,42,22,22,44,16,25,-9
"ObjectId(""682b8a7d0b6a9f2c872ef7cc"")",2425,Monaco,Toulouse,2025-03-07T00:00:00.000Z,07/03/2025,D,1,1,0.0,1.0,8.0,13.0,3.0,3.0,3.0,5.0,16.0,17.0,1.0,3.0,0.0,0.0,F1,1,1,5.0,15.0,5.0,5.0,4.0,2.0,45.0,35.0,8.0,9.0,20,26,46,22,22,44,20,25,-5
"ObjectId(""682b8a7d0b6a9f2c872ef7cd"")",2425,Monaco,St Etienne,2025-05-03T00:00:00.000Z,03/05/2025,A,1,3,0.0,1.0,11.0,12.0,1.0,6.0,6.0,5.0,15.0,12.0,0.0,0.0,0.0,0.0,F1,0,3,0.0,0.0,10.0,6.0,5.0,5.0,60.0,45.0,4.0,8.0,21,24,45,22,22,44,22,25,-3
"ObjectId(""682b8a7d0b6a9f2c872ef7ce"")",2425,Monaco,Reims,2024-12-14T00:00:00.000Z,14/12/2024,D,0,0,0.0,0.0,8.0,14.0,0.0,3.0,1.0,4.0,15.0,22.0,1.0,3.0,0.0,0.0,F1,1,1,5.0,15.0,7.0,10.0,5.0,9.0,55.0,85.0,5.0,9.0,16,31,47,22,22,44,17,25,-8
"ObjectId(""682b8a7d0b6a9f2c872ef7cf"")",2425,Monaco,Strasbourg,2024-11-09T00:00:00.000Z,09/11/2024,A,1,3,1.0,0.0,5.0,19.0,2.0,8.0,1.0,2.0,16.0,18.0,5.0,2.0,0.0,0.0,F1,0,3,25.0,10.0,10.0,8.0,11.0,9.0,60.0,95.0,7.0,7.0,35,8,43,22,22,44,31,25,6
"ObjectId(""682b8a7d0b6a9f2c872ef7d0"")",2425,Monaco,Le Havre,2025-04-26T00:00:00.000Z,26/04/2025,D,1,1,1.0,0.0,9.0,19.0,3.0,7.0,3.0,6.0,12.0,13.0,1.0,0.0,0.0,0.0,F1,1,1,5.0,0.0,7.0,6.0,4.0,4.0,60.0,45.0,6.0,10.0,11,38,49,22,22,44,15,25,-10
"ObjectId(""682b8a7d0b6a9f2c872ef7d1"")",2425,Monaco,Auxerre,2024-09-14T00:00:00.000Z,14/09/2024,A,0,3,0.0,2.0,13.0,19.0,3.0,9.0,1.0,6.0,13.0,16.0,3.0,0.0,0.0,0.0,F1,0,3,15.0,0.0,2.0,2.0,3.0,3.0,0.0,25.0,3.0,7.0,27,18,45,22,22,44,24,25,-1
"ObjectId(""682b8a7d0b6a9f2c872ef7d2"")",2425,Monaco,Paris SG,2025-02-07T00:00:00.000Z,07/02/2025,H,4,1,1.0,1.0,16.0,9.0,7.0,3.0,1.0,1.0,9.0,11.0,1.0,0.0,0.0,0.0,F1,3,0,5.0,0.0,10.0,7.0,11.0,5.0,30.0,40.0,13.0,7.0,41,5,46,22,22,44,42,25,17
"ObjectId(""682b8a7d0b6a9f2c872ef7d3"")",2425,Monaco,Lille,2025-02-22T00:00:00.000Z,22/02/2025,H,2,1,2.0,1.0,9.0,13.0,6.0,3.0,1.0,6.0,11.0,18.0,4.0,2.0,0.0,0.0,F1,3,0,20.0,10.0,11.0,5.0,10.0,2.0,30.0,30.0,9.0,9.0,34,10,44,22,22,44,29,25,4
"ObjectId(""682b8a7d0b6a9f2c872ef7d4"")",2425,Monaco,Rennes,2024-10-05T00:00:00.000Z,05/10/2024,A,1,2,1.0,2.0,14.0,5.0,3.0,2.0,10.0,4.0,9.0,16.0,2.0,4.0,0.0,0.0,F1,0,3,10.0,20.0,7.0,5.0,7.0,6.0,25.0,25.0,4.0,13.0,28,22,50,22,22,44,25,25,0
"ObjectId(""682b8a7d0b6a9f2c872ef7d5"")",2425,Monaco,Marseille,2024-12-01T00:00:00.000Z,01/12/2024,H,2,1,0.0,1.0,9.0,7.0,4.0,4.0,5.0,3.0,15.0,16.0,0.0,1.0,0.0,0.0,F1,3,0,0.0,5.0,6.0,11.0,5.0,12.0,145.0,105.0,9.0,7.0,31,13,44,22,22,44,37,25,12
"ObjectId(""682b8a7d0b6a9f2c872ef7d6"")",2425,Monaco,Angers,2025-03-15T00:00:00.000Z,15/03/2025,A,0,2,0.0,0.0,6.0,16.0,2.0,5.0,0.0,9.0,12.0,11.0,1.0,2.0,0.0,0.0,F1,0,3,5.0,10.0,5.0,6.0,7.0,2.0,75.0,35.0,4.0,7.0,17,32,49,22,22,44,18,25,-7
"ObjectId(""682b8a7d0b6a9f2c872ef7d8"")",2425,Monaco,Nice,2024-10-27T00:00:00.000Z,27/10/2024,H,2,1,1.0,1.0,17.0,11.0,9.0,5.0,6.0,6.0,16.0,11.0,2.0,5.0,0.0,1.0,F1,3,0,10.0,50.0,10.0,7.0,5.0,9.0,25.0,45.0,6.0,13.0,34,10,44,22,22,44,32,25,7
"ObjectId(""682b8a7d0b6a9f2c872ef7d9"")",2425,Monaco,Brest,2025-04-05T00:00:00.000Z,05/04/2025,H,2,1,1.0,0.0,13.0,10.0,4.0,3.0,2.0,9.0,13.0,16.0,3.0,2.0,0.0,0.0,F1,3,0,15.0,10.0,8.0,6.0,8.0,4.0,55.0,45.0,8.0,10.0,33,15,48,22,22,44,31,25,6
"ObjectId(""682b8a7d0b6a9f2c872ef7db"")",2425,Roma,Atalanta,2025-05-12T00:00:00.000Z,12/05/2025,H,2,1,1.0,1.0,16.0,10.0,3.0,4.0,8.0,7.0,14.0,14.0,1.0,0.0,0.0,0.0,I1,3,0,5.0,0.0,3.0,5.0,5.0,13.0,75.0,35.0,10.0,11.0,32,17,49,25,22,47,34,17,17
"ObjectId(""682b8a7d0b6a9f2c872ef7dc"")",2425,Roma,Parma,2025-02-16T00:00:00.000Z,16/02/2025,A,0,1,0.0,1.0,5.0,16.0,1.0,4.0,1.0,10.0,11.0,5.0,0.0,0.0,0.0,0.0,I1,0,3,0.0,0.0,9.0,6.0,7.0,8.0,55.0,55.0,1.0,11.0,20,29,49,25,22,47,25,17,8
"ObjectId(""682b8a7d0b6a9f2c872ef7dd"")",2425,Roma,Genoa,2024-09-15T00:00:00.000Z,15/09/2024,D,1,1,0.0,1.0,20.0,16.0,8.0,6.0,4.0,5.0,9.0,12.0,1.0,3.0,0.0,0.0,I1,1,1,5.0,15.0,2.0,0.0,1.0,2.0,15.0,10.0,4.0,2.0,22,25,47,25,22,47,19,17,2
"ObjectId(""682b8a7d0b6a9f2c872ef7de"")",2425,Roma,Lecce,2025-03-29T00:00:00.000Z,29/03/2025,A,0,1,0.0,0.0,17.0,16.0,4.0,6.0,6.0,6.0,6.0,11.0,1.0,3.0,0.0,0.0,I1,0,3,5.0,15.0,2.0,7.0,2.0,13.0,15.0,30.0,1.0,15.0,15,33,48,25,22,47,12,17,-5
"ObjectId(""682b8a7d0b6a9f2c872ef7df"")",2425,Roma,Udinese,2025-01-26T00:00:00.000Z,26/01/2025,A,1,2,1.0,0.0,10.0,16.0,3.0,10.0,1.0,5.0,15.0,12.0,2.0,2.0,0.0,0.0,I1,0,3,10.0,10.0,3.0,5.0,2.0,2.0,60.0,55.0,6.0,11.0,24,27,51,25,22,47,20,17,3
"ObjectId(""682b8a7d0b6a9f2c872ef7e0"")",2425,Roma,Inter,2025-04-27T00:00:00.000Z,27/04/2025,A,0,1,0.0,1.0,17.0,19.0,2.0,7.0,4.0,3.0,11.0,9.0,1.0,2.0,0.0,0.0,I1,0,3,5.0,10.0,11.0,5.0,15.0,13.0,30.0,40.0,10.0,11.0,42,9,51,25,22,47,38,17,21
"ObjectId(""682b8a7d0b6a9f2c872ef7e1"")",2425,Roma,Lazio,2025-04-13T00:00:00.000Z,13/04/2025,D,1,1,0.0,0.0,12.0,9.0,7.0,4.0,10.0,5.0,12.0,12.0,4.0,2.0,0.0,0.0,I1,1,1,20.0,10.0,10.0,6.0,6.0,15.0,40.0,40.0,8.0,13.0,30,15,45,25,22,47,33,17,16
"ObjectId(""682b8a7d0b6a9f2c872ef7e2"")",2425,Roma,Juventus,2024-09-01T00:00:00.000Z,01/09/2024,D,0,0,0.0,0.0,8.0,7.0,1.0,1.0,6.0,4.0,11.0,12.0,2.0,2.0,0.0,0.0,I1,1,1,10.0,10.0,3.0,0.0,3.0,1.0,10.0,0.0,6.0,1.0,37,10,47,25,22,47,29,17,12
"ObjectId(""682b8a7d0b6a9f2c872ef7e3"")",2425,Roma,Verona,2024-11-03T00:00:00.000Z,03/11/2024,H,3,2,2.0,1.0,7.0,14.0,3.0,3.0,2.0,2.0,16.0,11.0,2.0,2.0,1.0,0.0,I1,3,0,35.0,10.0,7.0,3.0,6.0,4.0,100.0,80.0,3.0,7.0,16,34,50,25,22,47,14,17,-3
"ObjectId(""682b8a7d0b6a9f2c872ef7e4"")",2425,Roma,Venezia,2025-02-09T00:00:00.000Z,09/02/2025,A,0,1,0.0,0.0,12.0,13.0,3.0,5.0,4.0,6.0,13.0,21.0,2.0,3.0,0.0,0.0,I1,0,3,10.0,15.0,6.0,5.0,6.0,5.0,40.0,55.0,3.0,11.0,20,29,49,25,22,47,15,17,-2
"ObjectId(""682b8a7d0b6a9f2c872ef7e5"")",2425,Roma,Napoli,2024-11-24T00:00:00.000Z,24/11/2024,H,1,0,0.0,0.0,14.0,6.0,2.0,1.0,8.0,2.0,8.0,9.0,0.0,3.0,0.0,0.0,I1,3,0,0.0,15.0,8.0,5.0,12.0,3.0,40.0,90.0,10.0,3.0,42,9,51,25,22,47,30,17,13
"ObjectId(""682b8a7d0b6a9f2c872ef7e6"")",2425,Roma,Monza,2024-10-06T00:00:00.000Z,06/10/2024,D,1,1,0.0,0.0,3.0,15.0,3.0,4.0,1.0,3.0,16.0,13.0,3.0,1.0,0.0,0.0,I1,1,1,15.0,5.0,2.0,1.0,1.0,3.0,30.0,25.0,2.0,8.0,8,41,49,25,22,47,12,17,-5
"ObjectId(""682b8a7d0b6a9f2c872ef7e7"")",2425,Roma,Empoli,2025-03-09T00:00:00.000Z,09/03/2025,A,0,1,0.0,1.0,3.0,16.0,1.0,7.0,1.0,9.0,12.0,10.0,0.0,0.0,0.0,0.0,I1,0,3,0.0,0.0,3.0,7.0,1.0,11.0,40.0,50.0,1.0,13.0,13,34,47,25,22,47,9,17,-8
"ObjectId(""682b8a7d0b6a9f2c872ef7e8"")",2425,Roma,Bologna,2025-01-12T00:00:00.000Z,12/01/2025,D,2,2,0.0,0.0,14.0,11.0,8.0,4.0,5.0,4.0,18.0,10.0,4.0,1.0,0.0,0.0,I1,1,1,20.0,5.0,7.0,4.0,10.0,1.0,60.0,100.0,10.0,10.0,37,10,47,25,22,47,32,17,15
"ObjectId(""682b8a7d0b6a9f2c872ef7e9"")",2425,Roma,Como,2024-12-15T00:00:00.000Z,15/12/2024,H,2,0,0.0,0.0,18.0,6.0,7.0,1.0,6.0,5.0,18.0,17.0,6.0,1.0,0.0,0.0,I1,3,0,30.0,5.0,6.0,5.0,5.0,2.0,100.0,95.0,3.0,3.0,29,20,49,25,22,47,28,17,11
"ObjectId(""682b8a7d0b6a9f2c872ef7ea"")",2425,Roma,Fiorentina,2024-10-27T00:00:00.000Z,27/10/2024,H,5,1,3.0,1.0,21.0,14.0,10.0,5.0,6.0,2.0,13.0,11.0,2.0,5.0,0.0,1.0,I1,3,0,10.0,50.0,6.0,2.0,8.0,4.0,40.0,30.0,10.0,8.0,37,13,50,25,22,47,29,17,12
"ObjectId(""682b8a7d0b6a9f2c872ef7eb"")",2425,Roma,Milan,2024-12-29T00:00:00.000Z,29/12/2024,D,1,1,1.0,1.0,21.0,12.0,7.0,5.0,6.0,5.0,17.0,8.0,4.0,4.0,0.0,0.0,I1,1,1,20.0,20.0,4.0,4.0,8.0,1.0,60.0,85.0,8.0,6.0,31,16,47,25,22,47,28,17,11
"ObjectId(""682b8a7d0b6a9f2c872ef7ec"")",2425,Venezia,Atalanta,2025-03-01T00:00:00.000Z,01/03/2025,D,0,0,0.0,0.0,18.0,8.0,3.0,2.0,3.0,2.0,12.0,14.0,1.0,2.0,0.0,0.0,I1,1,1,5.0,10.0,7.0,5.0,6.0,2.0,35.0,65.0,11.0,2.0,32,17,49,9,36,45,34,15,19
"ObjectId(""682b8a7d0b6a9f2c872ef7ed"")",2425,Venezia,Parma,2025-01-19T00:00:00.000Z,19/01/2025,D,1,1,0.0,1.0,19.0,7.0,8.0,2.0,8.0,2.0,13.0,16.0,2.0,3.0,0.0,0.0,I1,1,1,10.0,15.0,8.0,4.0,6.0,2.0,50.0,55.0,4.0,5.0,20,29,49,9,36,45,25,15,10
"ObjectId(""682b8a7d0b6a9f2c872ef7ee"")",2425,Venezia,Torino,2025-05-02T00:00:00.000Z,02/05/2025,D,1,1,0.0,1.0,19.0,7.0,4.0,3.0,5.0,1.0,7.0,18.0,1.0,0.0,0.0,0.0,I1,1,1,5.0,0.0,7.0,4.0,11.0,4.0,60.0,55.0,5.0,5.0,25,22,47,9,36,45,17,15,2
"ObjectId(""682b8a7d0b6a9f2c872ef7ef"")",2425,Venezia,Genoa,2025-02-17T00:00:00.000Z,17/02/2025,H,2,0,0.0,0.0,14.0,7.0,5.0,3.0,4.0,5.0,14.0,15.0,1.0,1.0,0.0,0.0,I1,3,0,5.0,5.0,6.0,5.0,8.0,2.0,40.0,70.0,7.0,2.0,22,25,47,9,36,45,19,15,4
"ObjectId(""682b8a7d0b6a9f2c872ef7f0"")",2425,Venezia,Lecce,2025-04-06T00:00:00.000Z,06/04/2025,D,1,1,0.0,0.0,23.0,13.0,4.0,3.0,8.0,3.0,10.0,14.0,2.0,4.0,0.0,0.0,I1,1,1,10.0,20.0,2.0,4.0,1.0,3.0,20.0,60.0,0.0,4.0,15,33,48,9,36,45,12,15,-3
"ObjectId(""682b8a7d0b6a9f2c872ef7f1"")",2425,Venezia,Udinese,2025-02-01T00:00:00.000Z,01/02/2025,H,3,2,0.0,0.0,13.0,14.0,5.0,3.0,4.0,6.0,20.0,9.0,3.0,3.0,0.0,0.0,I1,3,0,15.0,15.0,4.0,3.0,2.0,2.0,60.0,60.0,3.0,3.0,24,27,51,9,36,45,20,15,5
"ObjectId(""682b8a7d0b6a9f2c872ef7f2"")",2425,Venezia,Inter,2024-11-03T00:00:00.000Z,03/11/2024,H,1,0,0.0,0.0,20.0,7.0,8.0,2.0,9.0,3.0,14.0,15.0,2.0,1.0,0.0,0.0,I1,3,0,10.0,5.0,14.0,4.0,10.0,2.0,35.0,70.0,13.0,4.0,42,9,51,9,36,45,38,15,23
"ObjectId(""682b8a7d0b6a9f2c872ef7f4"")",2425,Venezia,Juventus,2024-12-14T00:00:00.000Z,14/12/2024,D,2,2,1.0,0.0,12.0,8.0,4.0,2.0,7.0,4.0,9.0,8.0,1.0,3.0,0.0,0.0,I1,1,1,5.0,15.0,8.0,4.0,9.0,1.0,100.0,35.0,9.0,1.0,37,10,47,9,36,45,29,15,14
"ObjectId(""682b8a7d0b6a9f2c872ef7f5"")",2425,Venezia,Verona,2024-10-04T00:00:00.000Z,04/10/2024,H,2,1,1.0,1.0,13.0,11.0,4.0,2.0,13.0,6.0,10.0,7.0,3.0,0.0,0.0,0.0,I1,3,0,15.0,0.0,5.0,2.0,3.0,1.0,70.0,70.0,3.0,4.0,16,34,50,9,36,45,14,15,-1
"ObjectId(""682b8a7d0b6a9f2c872ef7f6"")",2425,Venezia,Napoli,2024-12-29T00:00:00.000Z,29/12/2024,H,1,0,0.0,0.0,25.0,4.0,8.0,2.0,14.0,4.0,10.0,12.0,0.0,3.0,0.0,0.0,I1,3,0,0.0,15.0,5.0,5.0,9.0,2.0,35.0,40.0,12.0,5.0,42,9,51,9,36,45,30,15,15
"ObjectId(""682b8a7d0b6a9f2c872ef7f7"")",2425,Venezia,Roma,2024-09-29T00:00:00.000Z,29/09/2024,H,2,1,0.0,1.0,22.0,18.0,5.0,7.0,6.0,3.0,8.0,13.0,1.0,2.0,0.0,0.0,I1,3,0,5.0,10.0,4.0,1.0,3.0,1.0,10.0,60.0,6.0,4.0,38,14,52,9,36,45,34,15,19
"ObjectId(""682b8a7d0b6a9f2c872ef7f8"")",2425,Venezia,Monza,2024-10-27T00:00:00.000Z,27/10/2024,D,2,2,2.0,2.0,13.0,6.0,2.0,2.0,4.0,3.0,17.0,16.0,4.0,2.0,1.0,0.0,I1,1,1,45.0,10.0,3.0,3.0,2.0,1.0,45.0,70.0,5.0,3.0,8,41,49,9,36,45,12,15,-3
"ObjectId(""682b8a7d0b6a9f2c872ef7f9"")",2425,Venezia,Empoli,2025-04-20T00:00:00.000Z,20/04/2025,D,2,2,0.0,0.0,11.0,13.0,4.0,7.0,2.0,5.0,18.0,15.0,2.0,1.0,0.0,0.0,I1,1,1,10.0,5.0,1.0,4.0,2.0,3.0,35.0,65.0,2.0,6.0,13,34,47,9,36,45,9,15,-6
"ObjectId(""682b8a7d0b6a9f2c872ef7fa"")",2425,Venezia,Bologna,2024-11-30T00:00:00.000Z,30/11/2024,H,3,0,1.0,0.0,16.0,5.0,9.0,1.0,1.0,0.0,14.0,15.0,0.0,2.0,0.0,0.0,I1,3,0,0.0,10.0,4.0,4.0,7.0,1.0,55.0,65.0,10.0,4.0,37,10,47,9,36,45,32,15,17
"ObjectId(""682b8a7d0b6a9f2c872ef7fb"")",2425,Venezia,Como,2025-03-08T00:00:00.000Z,08/03/2025,D,1,1,0.0,0.0,12.0,11.0,7.0,6.0,3.0,5.0,11.0,14.0,2.0,3.0,0.0,0.0,I1,1,1,10.0,15.0,9.0,3.0,6.0,2.0,70.0,60.0,6.0,2.0,29,20,49,9,36,45,28,15,13
"ObjectId(""682b8a7d0b6a9f2c872ef7fd"")",2425,Venezia,Milan,2024-09-14T00:00:00.000Z,14/09/2024,H,4,0,4.0,0.0,12.0,6.0,8.0,1.0,6.0,1.0,12.0,12.0,1.0,3.0,0.0,1.0,I1,3,0,5.0,40.0,2.0,1.0,1.0,1.0,10.0,20.0,2.0,1.0,31,16,47,9,36,45,28,15,13
"ObjectId(""682b8a7d0b6a9f2c872ef7fe"")",2425,Monza,Cagliari,2025-03-30T00:00:00.000Z,30/03/2025,H,3,0,0.0,0.0,11.0,12.0,4.0,3.0,4.0,6.0,17.0,11.0,2.0,2.0,0.0,0.0,I1,3,0,10.0,10.0,8.0,4.0,7.0,0.0,25.0,50.0,2.0,2.0,19,31,50,10,40,50,21,15,6
"ObjectId(""682b8a7d0b6a9f2c872ef7ff"")",2425,Monza,Atalanta,2024-10-30T00:00:00.000Z,30/10/2024,H,2,0,0.0,0.0,16.0,4.0,6.0,3.0,5.0,1.0,14.0,11.0,2.0,3.0,0.0,0.0,I1,3,0,10.0,15.0,16.0,5.0,9.0,5.0,15.0,50.0,10.0,5.0,32,17,49,10,40,50,34,15,19
"ObjectId(""682b8a7d0b6a9f2c872ef800"")",2425,Monza,Parma,2024-12-28T00:00:00.000Z,28/12/2024,H,2,1,0.0,0.0,9.0,10.0,3.0,4.0,4.0,6.0,16.0,21.0,3.0,7.0,0.0,1.0,I1,3,0,15.0,60.0,7.0,6.0,4.0,5.0,55.0,60.0,3.0,2.0,20,29,49,10,40,50,25,15,10
"ObjectId(""682b8a7d0b6a9f2c872ef801"")",2425,Monza,Torino,2024-11-24T00:00:00.000Z,24/11/2024,D,1,1,0.0,0.0,12.0,9.0,5.0,6.0,7.0,3.0,17.0,13.0,1.0,2.0,0.0,0.0,I1,1,1,5.0,10.0,5.0,5.0,7.0,5.0,55.0,65.0,3.0,4.0,25,22,47,10,40,50,17,15,2
"ObjectId(""682b8a7d0b6a9f2c872ef802"")",2425,Monza,Genoa,2025-01-27T00:00:00.000Z,27/01/2025,H,2,0,0.0,0.0,18.0,5.0,6.0,1.0,9.0,6.0,13.0,19.0,0.0,4.0,0.0,0.0,I1,3,0,0.0,20.0,5.0,5.0,6.0,2.0,60.0,110.0,7.0,3.0,22,25,47,10,40,50,19,15,4
"ObjectId(""682b8a7d0b6a9f2c872ef803"")",2425,Monza,Lecce,2024-12-15T00:00:00.000Z,15/12/2024,H,2,1,2.0,1.0,11.0,10.0,4.0,1.0,2.0,7.0,15.0,16.0,1.0,5.0,0.0,0.0,I1,3,0,5.0,25.0,5.0,5.0,6.0,5.0,80.0,45.0,5.0,2.0,15,33,48,10,40,50,12,15,-3
"ObjectId(""682b8a7d0b6a9f2c872ef804"")",2425,Monza,Udinese,2025-05-11T00:00:00.000Z,11/05/2025,A,1,2,0.0,0.0,21.0,5.0,5.0,2.0,7.0,0.0,21.0,8.0,2.0,3.0,0.0,0.0,I1,0,3,10.0,15.0,4.0,2.0,7.0,0.0,50.0,50.0,4.0,0.0,24,27,51,10,40,50,20,15,5
"ObjectId(""682b8a7d0b6a9f2c872ef805"")",2425,Monza,Inter,2025-03-08T00:00:00.000Z,08/03/2025,H,3,2,1.0,2.0,30.0,8.0,9.0,4.0,13.0,1.0,8.0,7.0,0.0,1.0,0.0,0.0,I1,3,0,0.0,5.0,10.0,3.0,13.0,0.0,30.0,105.0,7.0,1.0,42,9,51,10,40,50,38,15,23
